City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Belaya Gora,68.53,146.42,9.99,93,10,6.73,RU,1603667599
372,Coyhaique,-45.58,-72.07,48.2,57,75,8.05,CL,1603667565
373,Lobva,59.19,60.52,24.46,98,100,3.74,RU,1603667599
374,Coquimbo,-29.95,-71.34,57.2,82,20,17.22,CL,1603667599
375,Nova Zagora,42.48,26.02,60.8,72,90,4.7,BG,1603667599
376,Touros,-5.2,-35.46,78.8,83,40,6.93,BR,1603667324
377,Hohhot,40.81,111.65,46.4,36,0,11.18,CN,1603667357
378,Cervo,43.67,-7.41,44.01,100,98,7.0,ES,1603667600
379,Srikakulam,18.3,83.9,74.01,83,6,5.73,IN,1603667600
380,Coahuayana Viejo,18.73,-103.68,84.2,74,40,13.87,MX,1603667600
381,Salinópolis,-0.61,-47.36,81.1,79,58,11.59,BR,1603667600
382,Arkhara,49.42,130.08,32.54,95,0,5.73,RU,1603667601
383,Tambacounda,13.75,-13.76,84.2,79,0,4.7,SN,1603667601
384,Sirajganj,24.45,89.72,78.76,81,31,5.01,BD,1603667601
385,Alta Floresta,-9.88,-56.09,78.49,69,94,0.25,BR,1603667366
386,Athabasca,54.72,-113.29,27.32,82,65,9.4,CA,1603667578
387,Conde,-7.26,-34.91,78.8,83,0,6.93,BR,1603667601
388,Cabo San Lucas,22.89,-109.91,89.01,55,20,12.75,MX,1603667601
389,Beringovskiy,63.05,179.32,30.85,92,45,2.26,RU,1603667602
390,São Félix do Xingu,-6.64,-51.99,80.56,63,79,1.3,BR,1603667602
391,Corigliano Calabro,39.59,16.52,57.99,87,8,1.01,IT,1603667376
392,Safaga,26.73,33.94,77.0,47,0,11.41,EG,1603667602
393,Sechura,-5.56,-80.82,70.11,67,70,16.11,PE,1603667602
394,Roebourne,-20.78,117.13,70.5,68,100,11.97,AU,1603667602
395,Fortuna,40.6,-124.16,63.0,58,1,11.41,US,1603667602
396,Malkara,40.89,26.9,72.0,32,37,2.77,TR,1603667603
397,Rocha,-34.48,-54.33,67.82,89,100,8.34,UY,1603667603
398,Ispravnaya,44.07,41.61,50.13,48,54,5.14,RU,1603667603
399,Paamiut,61.99,-49.67,36.48,83,98,10.47,GL,1603667603
400,Denpasar,-8.65,115.22,78.8,94,20,1.12,ID,1603667603
401,Krasnogvardeyskiy,57.38,62.32,31.24,97,100,1.79,RU,1603667603
402,Bor,56.36,44.07,37.4,93,90,4.45,RU,1603667604
403,Ankara,39.92,32.85,64.0,57,0,6.15,TR,1603667604
404,Tsogni,-2.79,10.1,75.6,90,100,7.47,GA,1603667604
405,Tyup,42.73,78.36,35.82,73,0,1.36,KG,1603667604
406,Caucayá,-0.19,-74.78,82.8,65,100,1.28,CO,1603667604
407,Port Blair,11.67,92.75,77.76,85,76,5.17,IN,1603667604
408,Tocopilla,-22.09,-70.2,65.3,60,99,10.25,CL,1603667513
409,Marawi,8.0,124.29,75.0,91,100,1.99,PH,1603667605
410,Elban,50.1,136.51,38.14,79,10,2.84,RU,1603667605
411,San Ramon,37.78,-121.98,71.01,48,1,11.41,US,1603667589
412,Bila Krynytsya,50.64,29.47,48.2,100,98,4.47,UA,1603667605
413,Qui Nhon,13.77,109.23,75.27,89,100,4.5,VN,1603667454
414,Koungou,-12.73,45.2,77.0,83,0,6.93,YT,1603667605
415,Eyl,7.98,49.82,76.78,68,29,9.06,SO,1603667605
416,College,64.86,-147.8,34.0,79,75,3.49,US,1603667310
417,Ritchie,-29.04,24.6,75.2,38,89,8.05,ZA,1603667606
418,Kurchum,48.57,83.65,36.14,71,93,9.69,KZ,1603667606
419,Kizilskoye,52.73,58.89,51.39,87,100,14.07,RU,1603667606
420,Komagane,35.73,137.94,49.77,49,64,3.53,JP,1603667606
421,Margate,51.38,1.39,51.01,78,86,3.0,GB,1603667606
422,Emerald,-23.53,148.17,75.0,68,40,11.41,AU,1603667606
423,Banda Aceh,5.56,95.32,80.1,72,100,10.98,ID,1603667607
424,Lata,40.16,-8.33,55.0,88,69,7.0,PT,1603667607
425,Mezen',65.85,44.24,15.66,97,5,4.18,RU,1603667607
426,Pisco,-13.7,-76.22,68.0,68,0,19.46,PE,1603667607
427,Pundaguitan,6.37,126.17,82.74,73,100,5.01,PH,1603667607
428,Brae,60.4,-1.35,50.0,81,75,19.46,GB,1603667607
429,Srednekolymsk,67.45,153.68,12.54,91,38,0.69,RU,1603667607
430,Manzhouli,49.6,117.43,28.06,94,59,2.06,CN,1603667608
431,Husavik,66.04,-17.34,41.0,80,90,5.82,IS,1603667608
432,Ţahţā,26.77,31.5,69.8,49,0,4.7,EG,1603667608
433,Wyndham,37.7,-77.61,48.99,93,90,6.93,US,1603667608
434,Puerto Colombia,10.99,-74.95,82.4,83,40,4.7,CO,1603667608
435,Hobyo,5.35,48.53,79.18,83,1,7.65,SO,1603667608
436,Kununurra,-15.77,128.73,84.2,79,66,5.82,AU,1603667608
437,Punta de Piedra,7.62,-71.49,76.19,90,30,0.51,VE,1603667609
438,Atasū,48.68,71.64,43.68,58,100,15.35,KZ,1603667609
439,Havelock,34.88,-76.9,70.0,88,90,8.05,US,1603667609
440,Jatiroto,-7.88,111.12,75.22,87,98,3.53,ID,1603667493
441,Dondo,-19.61,34.74,75.2,88,20,9.17,MZ,1603667609
442,Xinzhou,38.41,112.73,50.99,61,7,0.29,CN,1603667609
443,Namatanai,-3.67,152.43,82.44,75,98,4.03,PG,1603667609
444,Alice Springs,-23.7,133.88,62.6,29,6,13.87,AU,1603667610
445,Repatriación,-25.53,-55.95,84.09,46,2,6.49,PY,1603667610
446,Lethem,3.38,-59.8,86.61,52,70,8.48,GY,1603667610
447,Cusco,-13.52,-71.98,57.2,50,90,5.82,PE,1603667591
448,Acapulco de Juárez,16.86,-99.89,86.0,79,40,8.05,MX,1603667522
449,Itainópolis,-7.45,-41.48,84.58,49,58,2.53,BR,1603667610
450,Dalby,-27.18,151.27,71.01,62,1,7.0,AU,1603667610
451,Muroto-misakicho,33.28,134.15,53.6,71,40,9.17,JP,1603667611
452,Sahuaripa,29.05,-109.23,88.79,22,0,16.26,MX,1603667611
453,Dingle,11.0,122.67,75.81,90,100,15.82,PH,1603667611
454,Sandnessjøen,66.02,12.63,39.2,86,75,6.93,NO,1603667611
455,Port Hedland,-20.32,118.57,75.2,78,81,9.17,AU,1603667611
456,Sakakah,29.97,40.21,68.0,13,20,8.05,SA,1603667611
457,Morón,-34.65,-58.62,69.01,99,89,14.43,AR,1603667612
458,Imbituba,-28.24,-48.67,73.4,88,75,9.17,BR,1603667612
459,Belmonte,-15.86,-38.88,77.0,83,90,8.05,BR,1603667612
460,Balkanabat,39.51,54.37,59.36,34,0,2.64,TM,1603667612
461,San Juan,-31.54,-68.54,65.5,40,12,10.87,AR,1603667471
462,Etchoropo,26.77,-109.67,95.0,31,1,10.0,MX,1603667612
463,Igarapava,-20.04,-47.75,71.08,90,15,1.77,BR,1603667612
464,Meulaboh,4.14,96.13,75.45,84,100,5.59,ID,1603667612
465,Leh,34.17,77.58,26.6,82,92,2.57,IN,1603667613
466,Hope,33.67,-93.59,57.0,82,90,5.82,US,1603667613
467,San Luis,-33.3,-66.34,56.32,55,6,12.37,AR,1603667613
468,Angoram,-4.06,144.07,78.19,90,99,4.61,PG,1603667613
469,Richards Bay,-28.78,32.04,70.36,81,96,11.86,ZA,1603667613
470,Banska Bystrica,48.5,19.5,53.6,93,90,1.12,SK,1603667613
471,Celestún,20.87,-90.4,81.12,78,25,13.6,MX,1603667613
472,Tatsunochō-tominaga,34.87,134.55,57.2,81,20,2.24,JP,1603667613
473,Nantucket,41.28,-70.1,51.8,62,1,10.29,US,1603667552
474,Ugoofaaru,5.67,73.0,81.91,73,97,7.81,MV,1603667614
475,Upington,-28.45,21.26,78.8,14,0,3.36,ZA,1603667614
476,Khandagayty,50.73,92.05,21.67,80,98,2.04,RU,1603667614
477,Burley,42.54,-113.79,33.8,26,40,12.75,US,1603667614
478,Vila Velha,-20.33,-40.29,71.6,94,75,6.93,BR,1603667614
479,Lokosovo,61.13,74.82,24.28,98,98,9.6,RU,1603667614
480,Sambava,-14.27,50.17,70.23,83,0,9.24,MG,1603667615
481,Srandakan,-7.94,110.25,78.49,87,100,7.38,ID,1603667615
482,Berbera,10.44,45.01,82.11,50,0,6.38,SO,1603667615
483,Saint-Pierre,-21.34,55.48,68.0,72,0,8.05,RE,1603667615
484,Peruíbe,-24.32,-47.0,70.57,92,35,4.61,BR,1603667615
485,Al Bardīyah,31.76,25.09,69.33,76,0,9.75,LY,1603667615
486,Barsovo,61.17,73.17,26.6,92,90,11.18,RU,1603667616
487,Tessalit,20.2,1.01,78.31,16,0,9.04,ML,1603667616
488,Taltal,-25.4,-70.48,61.74,59,22,6.22,CL,1603667616
489,Fuxin,42.02,121.66,46.36,55,41,1.01,CN,1603667616
490,Diamantino,-14.41,-56.45,79.5,67,21,4.36,BR,1603667616
491,Chicama,-7.84,-79.15,66.43,75,60,7.27,PE,1603667616
492,Kungurtug,50.6,97.52,14.92,79,20,2.37,RU,1603667616
493,Birjand,32.87,59.22,41.0,21,0,6.93,IR,1603667617
494,Maragogi,-9.01,-35.22,76.89,82,35,11.72,BR,1603667617
495,Jiancheng,30.39,104.55,68.0,82,100,1.05,CN,1603667617
496,Preobrazheniye,42.9,133.91,44.37,62,0,6.15,RU,1603667617
497,Vondrozo,-22.82,47.28,59.13,100,76,1.07,MG,1603667617
498,Itarema,-2.92,-39.92,80.01,78,39,16.24,BR,1603667618
499,Byron Bay,-28.65,153.62,69.01,88,90,8.05,AU,1603667618
500,Qazvin,36.28,50.0,53.6,50,0,4.7,IR,1603667618
501,Ulety,51.36,112.48,27.21,89,100,15.9,RU,1603667618
502,Zhigansk,66.77,123.37,-2.97,89,2,5.32,RU,1603667618
503,Lena,43.1,-5.73,54.0,71,40,8.05,ES,1603667618
504,Owatonna,44.08,-93.23,26.6,86,100,13.87,US,1603667590
505,North Platte,41.12,-100.77,21.2,79,90,13.87,US,1603667619
506,San Jose,37.34,-121.89,71.01,46,40,6.93,US,1603667375
507,Ol'ga,43.74,135.29,40.26,72,0,6.98,RU,1603667619
508,Salalah,17.02,54.09,75.2,60,0,5.82,OM,1603667619
509,Hvizd,48.69,24.55,50.86,90,100,2.68,UA,1603667619
510,Puerto Nariño,-3.77,-70.38,78.8,94,75,3.36,CO,1603667619
511,Kalachinsk,55.05,74.58,39.0,98,100,6.42,RU,1603667619
512,Oodweyne,9.41,45.06,71.15,40,0,0.89,SO,1603667620
513,Luganville,-15.53,167.17,82.4,78,75,3.36,VU,1603667620
514,Manchester,53.48,-2.24,45.0,87,1,6.93,GB,1603667541
515,Manicoré,-5.81,-61.3,75.2,91,33,2.66,BR,1603667620
516,Berlevåg,70.86,29.09,33.8,88,75,16.11,NO,1603667620
517,Kanniyākumāri,8.08,77.57,78.84,79,52,14.05,IN,1603667620
518,Dicabisagan,17.08,122.42,80.98,84,100,15.03,PH,1603667621
519,Cap Malheureux,-19.98,57.61,73.0,78,64,8.01,MU,1603667621
520,Skibbereen,51.55,-9.27,44.6,87,20,9.17,IE,1603667621
521,Nyrob,60.73,56.72,24.35,96,100,2.77,RU,1603667621
522,Ixtapa,20.7,-105.2,88.0,79,40,11.41,MX,1603667621
523,Tezu,27.92,96.17,70.59,69,4,2.64,IN,1603667621
524,Grand Gaube,-20.01,57.66,73.0,78,69,8.01,MU,1603667621
525,Juneau,58.3,-134.42,34.0,86,90,8.05,US,1603667622
526,Carauari,-4.88,-66.9,75.24,94,94,1.14,BR,1603667622
527,Tarauacá,-8.16,-70.77,85.44,56,59,2.77,BR,1603667622
528,Adelaide,-34.93,138.6,59.0,58,20,10.29,AU,1603667505
529,Port-Cartier,50.03,-66.87,34.0,50,20,5.82,CA,1603667622
530,Harnai,30.1,67.94,58.42,27,0,3.04,PK,1603667622
531,Nouadhibou,20.93,-17.03,77.0,57,0,23.04,MR,1603667622
532,Killybegs,54.63,-8.45,48.99,93,99,5.99,IE,1603667623
533,Barabinsk,55.36,78.36,37.71,96,99,9.28,RU,1603667623
534,Necochea,-38.55,-58.74,55.99,91,100,10.0,AR,1603667623
535,Stromness,58.97,-3.3,48.2,81,100,19.46,GB,1603667623
536,Waiouru,-39.48,175.67,64.74,53,70,6.58,NZ,1603667623
537,Yumen,40.28,97.2,29.57,85,78,9.93,CN,1603667623
538,Grand Baie,-20.02,57.58,73.0,78,60,8.01,MU,1603667624
539,Kiryat Gat,31.61,34.76,73.99,83,0,2.24,IL,1603667624
540,Koungheul,13.98,-14.8,83.86,33,0,3.56,SN,1603667624
541,Leshukonskoye,64.9,45.76,20.66,98,93,4.74,RU,1603667624
542,Bela,25.93,81.98,70.97,38,0,0.34,IN,1603667624
543,Anshun,26.25,105.93,59.25,92,100,3.02,CN,1603667624
544,Taoudenni,22.68,-3.98,86.7,13,23,8.37,ML,1603667625
545,Porto Santo,33.07,-16.34,68.0,77,40,9.17,PT,1603667625
546,Zolotukhino,52.08,36.38,44.08,92,17,2.82,RU,1603667625
547,Guasdualito,7.24,-70.73,77.47,85,35,2.89,VE,1603667625
548,Djebeniana,35.03,10.91,66.2,77,20,7.18,TN,1603667625
549,Kalety,50.56,18.89,48.2,100,90,8.05,PL,1603667625
550,Aktau,43.65,51.2,55.4,93,90,2.24,KZ,1603667626
551,Palembang,-2.92,104.75,73.4,100,20,3.89,ID,1603667626
552,Gari,59.43,62.35,25.16,98,100,2.75,RU,1603667626
553,Toamasina,-18.17,49.38,69.8,94,40,2.95,MG,1603667626
554,Angoche,-16.23,39.91,75.97,81,79,0.96,MZ,1603667626
